"2014-03-18 12:16:15.431813",96.692,96.504,96.688,96.692
"2014-03-18 12:16:16.951442",96.694,96.511,96.694,96.691
"2014-03-18 12:16:18.470547",96.694,96.508,96.687,96.692
"2014-03-18 12:16:19.989630",96.691,96.506,96.69,96.689
"2014-03-18 12:16:21.504022",96.692,96.504,96.689,96.691
"2014-03-18 12:16:23.023107",96.69,96.502,96.69,96.691
"2014-03-18 12:16:24.542197",96.689,96.5,96.688,96.693
"2014-03-18 12:16:26.061298",96.686,96.504,96.686,96.692
"2014-03-18 12:16:27.580398",96.684,96.504,96.69,96.692
"2014-03-18 12:16:29.099690",96.686,96.499,96.69,96.693
"2014-03-18 12:16:30.618383",96.691,96.504,96.691,96.692
"2014-03-18 12:16:32.137246",96.692,96.504,96.692,96.7
"2014-03-18 12:16:33.656397",96.694,96.507,96.689,96.688
"2014-03-18 12:16:35.175465",96.69,96.508,96.693,96.691
"2014-03-18 12:16:36.694555",96.694,96.507,96.691,96.692
"2014-03-18 12:16:38.213440",96.693,96.506,96.692,96.689
"2014-03-18 12:16:39.732549",96.691,96.507,96.689,96.696
"2014-03-18 12:16:41.251644",96.688,96.502,96.691,96.689
"2014-03-18 12:16:42.770750",96.688,96.508,96.69,96.696
"2014-03-18 12:16:44.289840",96.694,96.508,96.693,96.698
"2014-03-18 12:16:45.808951",96.698,96.513,96.696,96.703
"2014-03-18 12:16:47.328039",96.694,96.509,96.695,96.695
"2014-03-18 12:16:48.847142",96.688,96.507,96.692,96.698
"2014-03-18 12:16:50.366424",96.693,96.507,96.693,96.696
"2014-03-18 12:16:51.885532",96.692,96.507,96.695,96.699
"2014-03-18 12:16:53.405123",96.69,96.5,96.694,96.691
"2014-03-18 12:16:54.924124",96.695,96.506,96.697,96.696
"2014-03-18 12:16:56.443228",96.692,96.505,96.692,96.699
"2014-03-18 12:16:57.962348",96.69,96.502,96.689,96.697
"2014-03-18 12:16:59.481431",96.687,96.5,96.688,96.692
"2014-03-18 12:17:01.000524",96.683,96.5,96.689,96.686
"2014-03-18 12:17:02.519816",96.689,96.504,96.693,96.691
"2014-03-18 12:17:04.038922",96.691,96.503,96.691,96.696
"2014-03-18 12:17:05.558013",96.69,96.506,96.697,96.698
"2014-03-18 12:17:07.077109",96.694,96.511,96.695,96.696
"2014-03-18 12:17:08.593032",96.695,96.51,96.693,96.7
"2014-03-18 12:17:10.112353",96.69,96.507,96.689,96.687
"2014-03-18 12:17:11.631633",96.691,96.509,96.688,96.688
"2014-03-18 12:17:13.150702",96.693,96.512,96.691,96.692
"2014-03-18 12:17:14.670001",96.696,96.505,96.69,96.695
"2014-03-18 12:17:16.189105",96.689,96.507,96.688,96.695
"2014-03-18 12:17:17.708263",96.688,96.502,96.689,96.696
"2014-03-18 12:17:19.227297",96.687,96.502,96.688,96.69
"2014-03-18 12:17:20.746391",96.687,96.503,96.689,96.689
"2014-03-18 12:17:22.265489",96.691,96.499,96.69,96.698
"2014-03-18 12:17:23.784585",96.688,96.506,96.686,96.695
"2014-03-18 12:17:25.303697",96.686,96.504,96.688,96.692
"2014-03-18 12:17:26.822772",96.686,96.501,96.686,96.687
"2014-03-18 12:17:28.341888",96.684,96.501,96.683,96.689
"2014-03-18 12:17:29.860980",96.684,96.497,96.682,96.682
"2014-03-18 12:17:31.380059",96.685,96.494,96.684,96.688
"2014-03-18 12:17:32.899171",96.686,96.493,96.689,96.693
"2014-03-18 12:17:34.418250",96.682,96.496,96.684,96.688
"2014-03-18 12:17:35.937528",96.69,96.498,96.685,96.689
"2014-03-18 12:17:37.456605",96.683,96.5,96.685,96.688
"2014-03-18 12:17:38.975894",96.681,96.495,96.678,96.694
"2014-03-18 12:17:40.494987",96.684,96.494,96.685,96.692
"2014-03-18 12:17:42.014360",96.686,96.498,96.686,96.692
"2014-03-18 12:17:43.533395",96.683,96.49,96.689,96.693
"2014-03-18 12:17:45.052503",96.687,96.49,96.683,96.685
"2014-03-18 12:17:46.571831",96.679,96.499,96.688,96.691
"2014-03-18 12:17:48.091085",96.685,96.498,96.685,96.687
"2014-03-18 12:17:49.610189",96.686,96.497,96.691,96.693
"2014-03-18 12:17:51.129285",96.688,96.497,96.689,96.692
"2014-03-18 12:17:52.648390",96.684,96.497,96.689,96.691
"2014-03-18 12:17:54.167510",96.681,96.497,96.688,96.684
"2014-03-18 12:17:55.686567",96.681,96.498,96.683,96.689
"2014-03-18 12:17:57.205672",96.68,96.494,96.684,96.682
"2014-03-18 12:17:58.724968",96.687,96.495,96.683,96.691
"2014-03-18 12:18:00.244256",96.684,96.495,96.685,96.692
"2014-03-18 12:18:01.763370",96.684,96.497,96.686,96.691
"2014-03-18 12:18:03.282453",96.685,96.499,96.689,96.69
"2014-03-18 12:18:04.801558",96.685,96.495,96.686,96.691
"2014-03-18 12:18:06.320711",96.689,96.497,96.687,96.695
"2014-03-18 12:18:07.839755",96.69,96.499,96.685,96.69
"2014-03-18 12:18:09.358866",96.685,96.498,96.69,96.69
"2014-03-18 12:18:10.877994",96.683,96.498,96.683,96.686
"2014-03-18 12:18:12.397046",96.688,96.497,96.691,96.686
"2014-03-18 12:18:13.916146",96.685,96.495,96.686,96.685
"2014-03-18 12:18:15.435254",96.685,96.497,96.686,96.689
"2014-03-18 12:18:16.954334",96.687,96.494,96.684,96.685
"2014-03-18 12:18:18.473468",96.683,96.497,96.685,96.689
"2014-03-18 12:18:19.992525",96.685,96.5,96.683,96.693
"2014-03-18 12:18:21.511640",96.685,96.497,96.687,96.691
"2014-03-18 12:18:23.030927",96.686,96.497,96.686,96.693
"2014-03-18 12:18:24.550017",96.685,96.495,96.684,96.687
"2014-03-18 12:18:26.069127",96.685,96.493,96.683,96.684
"2014-03-18 12:18:27.588221",96.682,96.492,96.685,96.687
"2014-03-18 12:18:29.107313",96.681,96.497,96.685,96.691
"2014-03-18 12:18:30.626405",96.686,96.498,96.683,96.686
"2014-03-18 12:18:32.145506",96.689,96.496,96.686,96.687
"2014-03-18 12:18:33.664590",96.686,96.496,96.686,96.688
"2014-03-18 12:18:35.183900",96.686,96.506,96.682,96.686
"2014-03-18 12:18:36.702975",96.682,96.494,96.681,96.688
"2014-03-18 12:18:38.221866",96.684,96.493,96.686,96.688
"2014-03-18 12:18:39.740975",96.686,96.492,96.689,96.688
"2014-03-18 12:18:41.260089",96.691,96.495,96.688,96.691
"2014-03-18 12:18:42.779179",96.692,96.503,96.688,96.695
"2014-03-18 12:18:44.298280",96.696,96.498,96.688,96.687
"2014-03-18 12:18:45.817573",96.69,96.5,96.691,96.691
"2014-03-18 12:18:47.336874",96.691,96.5,96.687,96.689
"2014-03-18 12:18:48.856177",96.69,96.499,96.689,96.687
"2014-03-18 12:18:50.375272",96.685,96.501,96.688,96.69
"2014-03-18 12:18:51.894557",96.689,96.501,96.689,96.688
"2014-03-18 12:18:53.413683",96.685,96.503,96.686,96.686
"2014-03-18 12:18:54.932834",96.68,96.496,96.688,96.691
"2014-03-18 12:18:56.452081",96.688,96.501,96.687,96.689
"2014-03-18 12:18:57.971372",96.687,96.497,96.686,96.689
"2014-03-18 12:18:59.490674",96.687,96.495,96.686,96.687
"2014-03-18 12:19:01.009208",96.688,96.495,96.69,96.686
"2014-03-18 12:19:02.528302",96.683,96.493,96.685,96.685
"2014-03-18 12:19:04.047383",96.687,96.494,96.685,96.689
"2014-03-18 12:19:05.566487",96.686,96.501,96.685,96.69
"2014-03-18 12:19:07.085583",96.686,96.497,96.687,96.694
"2014-03-18 12:19:08.604878",96.686,96.498,96.686,96.687
"2014-03-18 12:19:10.123968",96.684,96.498,96.69,96.699
"2014-03-18 12:19:11.643060",96.69,96.502,96.689,96.692
"2014-03-18 12:19:13.162169",96.685,96.502,96.688,96.689
"2014-03-18 12:19:14.681266",96.687,96.497,96.689,96.694
"2014-03-18 12:19:16.200572",96.687,96.497,96.688,96.686
