"2014-03-18 12:45:24.901925",98.444,98.259,98.429,98.431
"2014-03-18 12:45:26.421490",98.397,98.214,98.393,98.391
"2014-03-18 12:45:27.940550",98.363,98.179,98.358,98.361
"2014-03-18 12:45:29.459603",98.322,98.141,98.316,98.316
"2014-03-18 12:45:30.978497",98.287,98.104,98.282,98.282
"2014-03-18 12:45:32.497384",98.253,98.066,98.248,98.247
"2014-03-18 12:45:34.016697",98.214,98.032,98.21,98.211
"2014-03-18 12:45:35.535581",98.178,97.995,98.172,98.172
"2014-03-18 12:45:37.054488",98.147,97.963,98.144,98.141
"2014-03-18 12:45:38.573405",98.108,97.932,98.1,98.109
"2014-03-18 12:45:40.092294",98.077,97.895,98.069,98.071
"2014-03-18 12:45:41.611403",98.045,97.863,98.045,98.043
"2014-03-18 12:45:43.130700",98.012,97.842,98.006,98.005
"2014-03-18 12:45:44.649792",97.985,97.81,97.976,97.982
"2014-03-18 12:45:46.168895",97.953,97.774,97.948,97.949
"2014-03-18 12:45:47.687813",97.926,97.744,97.923,97.923
"2014-03-18 12:45:49.208025",97.898,97.718,97.891,97.891
"2014-03-18 12:45:50.726902",97.87,97.688,97.861,97.866
"2014-03-18 12:45:52.246021",97.837,97.66,97.839,97.833
"2014-03-18 12:45:53.765122",97.816,97.635,97.812,97.811
"2014-03-18 12:45:55.284016",97.79,97.608,97.788,97.784
"2014-03-18 12:45:56.803115",97.757,97.582,97.756,97.758
"2014-03-18 12:45:58.322204",97.73,97.556,97.725,97.725
"2014-03-18 12:45:59.841285",97.71,97.531,97.701,97.704
"2014-03-18 12:46:01.360412",97.682,97.504,97.679,97.681
"2014-03-18 12:46:02.879502",97.657,97.477,97.653,97.656
"2014-03-18 12:46:04.398361",97.636,97.454,97.633,97.633
"2014-03-18 12:46:05.917471",97.616,97.433,97.617,97.611
"2014-03-18 12:46:07.436595",97.591,97.41,97.586,97.588
"2014-03-18 12:46:08.955675",97.57,97.386,97.565,97.564
"2014-03-18 12:46:10.474953",97.547,97.368,97.545,97.544
"2014-03-18 12:46:11.994072",97.526,97.345,97.524,97.523
"2014-03-18 12:46:13.513185",97.502,97.324,97.502,97.499
"2014-03-18 12:46:15.032248",97.483,97.304,97.482,97.48
"2014-03-18 12:46:16.551363",97.47,97.28,97.464,97.459
"2014-03-18 12:46:18.070471",97.441,97.267,97.439,97.443
"2014-03-18 12:46:19.589541",97.423,97.249,97.422,97.425
"2014-03-18 12:46:21.108659",97.408,97.226,97.402,97.404
"2014-03-18 12:46:22.627802",97.388,97.209,97.386,97.385
"2014-03-18 12:46:24.146843",97.374,97.192,97.37,97.371
"2014-03-18 12:46:25.665920",97.354,97.168,97.351,97.348
"2014-03-18 12:46:27.185181",97.335,97.154,97.33,97.33
"2014-03-18 12:46:28.704262",97.318,97.142,97.314,97.318
"2014-03-18 12:46:30.223357",97.305,97.126,97.296,97.299
"2014-03-18 12:46:31.742467",97.287,97.105,97.281,97.285
"2014-03-18 12:46:33.261570",97.269,97.093,97.266,97.265
"2014-03-18 12:46:34.780866",97.254,97.077,97.252,97.249
"2014-03-18 12:46:36.299946",97.235,97.063,97.236,97.233
